key,title,year,Test Activities,GenAI Model,Framework/Agent,Usage,Evaluation / Maturity,Limitations,Notes / References,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id,PDF files
rayyan-394626784,RGD: Multi-LLM Based Agent Debugger via Refinement and Generation Guidance,2024,Geração e Depuração de Código (Code Generation & Debugging) Refinamento Iterativo de Código Análise de Falhas (Failure Analysis),GPT-4o GPT-4o-mini,"RGD (Refinement and Guidance Debugging) Arquitetura Multi-Agente com 3 papéis: Guide Agent, Debug Agent, Feedback Agent","Utiliza um Guide Agent que gera um ""plano"" (guia) antes de codificar e recupera guias de tarefas similares de um Memory Pool (RAG) O Feedback Agent analisa não apenas o erro, mas também por que os testes passaram, para evitar regressão O Debug Agent corrige o código com base nessas instruções","Alta (arXiv 2024) Avaliado em benchmarks padrão: HumanEval, MBPP e suas versões estendidas (ET) O RGD (com GPT-4o) atingiu 97.6% de acurácia (Pass@1) no HumanEval, superando o estado da arte (LDB) e métodos de Self-Debugging (+9.8% vs Baseline) A ablação mostrou que remover o Guide Agent reduz a acurácia em 4-6%.",Custo Computacional: A arquitetura multi-agente com RAG e iterações de feedback consome muitos tokens e tempo Dependência de Casos de Teste: A eficácia depende da qualidade dos testes visíveis fornecidos no prompt.,"""RGD decompõe a tarefa de geração de código... permitindo refinamento iterativo baseado em autorreflexão e feedback."". Destaque para o uso de Memory Pool para armazenar ""guias de sucesso"" passados, aprendendo com a experiência.",,,,,,,136 - 141,"Jin, Haolin and Sun, Zechao and Chen, Huaming",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85215607472&doi=10.1109%2FICA63002.2024.00037&partnerID=40&md5=bad4ee6cce20c207147b12cb02bf5210,,,,,Cited by: 0,10.1109/ICA63002.2024.00037,Automatic programming; Autonomous agents; Behavioral research; Computer debugging; Error correcti...,,,RGD_MultiLLM_Based_Agent_Debugger_via.pdf
rayyan-394626785,Test-Agent: A Multimodal App Automation Testing Framework Based on the Large Language Model,2024,"Mobile App Automation Testing (Android, iOS, HarmonyOS) Teste de GUI Geração e Execução de Casos de Teste a partir de Linguagem Natural","LLM não especificado (referido genericamente como ""Large Language Model"" e ""ChatGPT"" nos diagramas) Integra modelos de Deep Learning (DQN) e Computer Vision","Test-Agent (Framework Multimodal) Módulos: Visual Perception, Interaction Analysis, Test Execution Usa ADB para execução","O framework elimina scripts pré-escritos. O usuário fornece uma instrução em linguagem natural (ex: ""fazer login""). O agente captura a tela (screenshot), usa Visão Computacional (OCR/Detecção de Borda) para identificar elementos, e o LLM/Agente planeja a ação (clique/input) Utiliza Reinforcement Learning (DQN) para otimizar a sequência de ações.","PoC Acadêmica (IEEE DTPI 2024) Avaliado em 7 dispositivos reais (Pixel, iPhone, Huawei) e simuladores Comparado com Appium, Espresso e XCUITest Reduziu o tempo de criação de testes de ~3 horas (Appium) para 0.1 hora Atingiu taxa de sucesso de 96-97% em tarefas como login e compras.","Dependência de Latência: O processamento visual + inferência do LLM em cada passo pode ser mais lento que scripts nativos (embora o artigo foque na eficiência de criação) Generalização: Avaliado em apps padrão (e-commerce, social); apps com UI não-padrão (jogos) podem ser desafiadores.","""Essa abordagem inovadora elimina a necessidade de scripts de teste pré-escritos... dependendo apenas de screenshots... reduzindo significativamente a carga de trabalho de escrita de casos de teste."" Destaque para a abordagem Multimodal (Visão + Texto)",,,,,,,609 - 614,"Li, Youwei and Li, Yangyang and Yang, Yangzhao",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214923908&doi=10.1109%2FDTPI61353.2024.10778901&partnerID=40&md5=2df3aabdcab54e9e039471ef43a47e60,,,,,Cited by: 2,10.1109/DTPI61353.2024.10778901,Application programs; Computer debugging; Computer operating systems; Mobile agents; Model checki...,,,Test_Agent_A_Multimodal_App_Automation_Testing_Framework_Based_on_the_Large_Language_Model.pdf
rayyan-394626787,Fight Fire With Fire: How Much Can We Trust ChatGPT on Source Code-Related Tasks?,2024,"Autoverificação de Código (Self-Verification), Geração de Relatórios de Teste e Validação de Segurança. O estudo avalia se a IA consegue atuar como ""Developer"" e ""Tester"" simultaneamente para verificar Geração de Código, Completude de Código e Reparação de Bugs.",GPT-3.5-turbo (Experimentos principais) e GPT-4 (Validação em menor escala). Acesso via API da OpenAI.,"Simulação de Colaboração Multi-Agente (Conceitual). Testou três estratégias de prompting para simular o ""Agente Testador"": 1. Direct Question (DQ): Pergunta direta (""Este código está correto?""). 2. Guiding Question (GQ): Pergunta indutiva (""Você concorda que há um erro X?""). 3. Test Report (TR): Solicita a geração de um relatório de testes completo.","Ciclo de Auto-Crítica (Self-Correction Loop): O modelo gera o código (papel Developer) e depois é alimentado com o próprio código para verificar erros ou vulnerabilidades (papel Tester). O estudo investiga se ""combater fogo com fogo"" (usar IA para testar IA) funciona na prática.","Estudo Empírico Rigoroso (Datasets: HumanEval, MBXP, QuixBugs). - Falha na Autonomia: O ChatGPT falhou em identificar seus próprios erros em 39% dos casos de geração de código e 28% dos reparos. - Test Reports: O uso de Test Reports ajudou a identificar 77% mais vulnerabilidades de segurança, mas as explicações textuais sobre por que o código estava errado foram imprecisas em 75% dos casos.","Alucinações Autocontraditórias: O modelo frequentemente sofre de inconsistência lógica (ex: gera um código dizendo que é seguro, mas no passo de verificação diz que é vulnerável, ou vice-versa). Sycophancy (Viés de Concordância): Na estratégia Guiding Question, o modelo tende a concordar com o humano (ou prompt) de que existe um erro, mesmo que o código esteja correto (aumentando Falsos Positivos).","Golpe na Autonomia Total: O artigo conclui taxativamente que ""O ChatGPT deve ser visto como uma ferramenta de assistência, e não um substituto para desenvolvedores e testadores autônomos"". Imprecisão do Oráculo: Para sua tese, isso prova que Agentes de Teste Puramente LLM (sem execução de código real/sandbox) não são confiáveis como oráculos, pois a IA não consegue distinguir confiavelmente entre um bug real e uma alucinação.",,,IEEE Transactions on Software Engineering,,50,12,3435 - 3453,"Yu, Xiao and Liu, Lei and Hu, Xing and Keung, Jacky Wai and Liu, Jin and Xia, Xin",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208721822&doi=10.1109%2FTSE.2024.3492204&partnerID=40&md5=11df2cbefd5bdd1d5eed10afaaccef29,,,,,Cited by: 2,10.1109/TSE.2024.3492204,C (programming language); Chatbots; Computer debugging; Computer software maintenance; Computer s...,,,Fight_Fire_With_Fire_How_Much_Can_We_Trust_ChatGPT_on_Source_CodeRelated_Tasks.pdf
rayyan-394626789,Extending the Frontier of ChatGPT: Code Generation and Debugging,2024,"Geração de Código (Soluções) e Depuração Automatizada (Automated Debugging/Repair). O estudo avalia a capacidade da IA de passar em ""testes de aceitação"" (casos de teste do LeetCode) e de corrigir o código quando falha.","ChatGPT (O artigo menciona que o ChatGPT é ""powered by GPT-4"" na introdução, mas os experimentos refletem o uso da interface conversacional disponível em Maio de 2023).","Prompting Direto Interativo. Não utilizou frameworks de agentes (como LangChain). O método foi: Prompt com o problema -> Geração -> Teste no LeetCode -> Se falhar, novo Prompt com a mensagem de erro (Feedback Loop Simples).","Ciclo de Feedback Humano-Máquina: 1. Geração: O problema (descrição + estrutura de código) é enviado ao chat. 2. Validação: O código é submetido ao LeetCode. 3. Depuração: Se ocorrer erro (Runtime Error, Time Limit Exceeded, ou falha lógica), a mensagem de erro do compilador é colada de volta no chat para pedir uma correção.","Estudo Acadêmico Empírico. Cenário: 128 problemas do LeetCode (Fácil, Médio, Difícil) cobrindo Árvores, Grafos, DP, etc. - Taxa de Sucesso Inicial: 71.9% dos problemas foram resolvidos corretamente de primeira. - Taxa de Sucesso na Depuração: Apenas 36.7% dos problemas que falharam inicialmente foram corrigidos após o feedback de erro","Falha na Auto-Correção: O modelo mostrou ""adaptabilidade limitada"" ao feedback. Muitas vezes, mesmo recebendo o erro, não conseguia consertar a lógica Dificuldade com Complexidade: Desempenho pior em problemas de Programação Dinâmica e Algoritmos Gulosos (Greedy), onde o raciocínio de múltiplos passos é necessário. Data de Corte: O conhecimento do modelo era limitado a dados pré-2021 (na época do estudo).","Evolução da Autonomia: Este paper é a evidência perfeita de que Prompting simples não é suficiente para manutenção autônoma. O fato de ele corrigir apenas 36% dos erros mostra a necessidade das arquiteturas de Agentes (vistas nos seus outros artigos) que usam ferramentas externas e RAG para melhorar essa taxa. Eficiência: O estudo analisou também tempo de execução e memória, notando que a IA às vezes gera soluções funcionalmente corretas, mas ineficientes (O(n²) vs O(n)).",,,,,,,,"Sakib, Fardin Ahsan and Khan, Saadat Hasan and Karim, A. H.M.Rezaul",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85207460221&doi=10.1109%2FICECET61485.2024.10698405&partnerID=40&md5=9061172122ad4b9fa410d2c10d273c63,,,,,Cited by: 8,10.1109/ICECET61485.2024.10698405,Acceptance tests; Computer debugging; Program debugging; Structured programming; ChatGPT; Code de...,,,Extending the Frontier of ChatGPT_ Code Generation and Debugging.pdf
rayyan-394626790,"PENTEST-AI, an LLM-Powered Multi-Agents Framework for Penetration Testing Automation Leveraging Mitre Attack",2024,"Automação de Testes de Penetração (Pentesting) cobrindo as fases de Pré-exploração (Reconhecimento, Desenvolvimento de Recursos) Exploração (Validação de Vulnerabilidades, Simulação de Exploit), Pós-exploração e Geração de Relatórios","GPT-4.0 (utilizado na Prova de Conceito). O framework teórico propõe o uso de modelos especializados/finetuned (ex: SecurityBERT, CyBERT, Falcon LLM) através de um ""LLM Registry""","PENTESTAI (Framework proposto) implementado utilizando CrewAI (que se baseia no LangChain) Arquitetura Multi-Agente composta por agentes trabalhadores (Scan & Search, Exploit Validation, Exploit Simulation, Post-Exploitation, Reporting, Detection) e agentes de controle (Configuration, Saga Controller, Zookeeper)","Implementação de agentes autônomos que utilizam ferramentas customizadas em Python (ex: ScanAndSearchTool, ExploitValidationTool baseadas em Nmap) para executar ações A orquestração é feita via CrewAI, onde agentes recebem instruções em linguagem natural para analisar arquivos JSON e gerar relatórios O ambiente de teste foi implantado na AWS (EC2) contra alvos públicos.","Prova de Conceito (PoC) oi implementado um fluxo simplificado com 3 agentes (Scan, Validation, Reporting) que validou os conceitos centrais e a capacidade do GPT-4.0 em gerar recomendações de segurança corretas sem ferramentas de relatório customizadas","Alucinações: O GPT-4.0 gerou alucinações em alguns resultados durante os testes Cobertura de Ferramentas: Necessidade de desenvolver bibliotecas para cobrir as cerca de 405 técnicas do MITRE ATT&CK Zero-day: O framework atual não descobre vulnerabilidades zero-day (exigiria um agente de Engenharia Reversa) Implementação Parcial: O ""Plano de Controle"" (Control Plane) descrito na arquitetura não foi implementado na PoC.","O artigo propõe um nível de autonomia de ""User-Guided Adaptation"" (Adaptação Guiada pelo Usuário) para garantir alinhamento com objetivos humanos A abordagem visa mitigar a escassez de profissionais qualificados em cibersegurança, habilitando ""citizen penetration testers""",,,,,,,763 - 770,"Bianou, Stanislas G. and Batogna, Rodrigue G.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85206186144&doi=10.1109%2FCSR61664.2024.10679480&partnerID=40&md5=31791a7ca25673d064f6b1d90e42bb04,,,,,Cited by: 10,10.1109/CSR61664.2024.10679480,Model checking; Multi agent systems; AI agent; Citizen penetration tester; Cyber security; Langua...,,,PENTEST-AI_an_LLM-Powered_Multi-Agents_Framework_for_Penetration_Testing_Automation_Leveraging_Mitre_Attack.pdf
rayyan-394626795,CODEAGENT: Enhancing Code Generation with Tool-Integrated Agent Systems for Real-World Repo-level Coding Challenges,2024,"Geração e Verificação de Código a Nível de Repositório (Repo-level Code Generation & Verification) O framework integra ""Code Testing"" como uma etapa fundamental, onde o agente gera casos de teste e utiliza um Code Interpreter para executar o código e validar a correção funcional (Self-debugging baseada em feedback de execução). Inclui também verificação de formato (linting)",GPT-4 GPT-3.5-Turbo Claude-2 Llama 2 (70B) Code Llama (34B) WizardCoder DeepSeekCoder Vicuna-13B O foco principal do agente foi com modelos da família GPT.,CODEAGENT. Um framework de agente baseado em LLM que integra 5 ferramentas externas. A implementação utiliza a biblioteca LangChain,"O agente emprega estratégias de planeamento e execução (ReAct, Tool-Planning, OpenAIFunc e Rule-based) para orquestrar o uso de ferramentas Information Retrieval: WebSearch (DuckDuckGo) e DocSearch (BM25) Implementation: SymbolSearch (Navegação de código via Tree-sitter). Code Testing: FormatCheck (Black) e PythonREPL (Interpretador para execução e teste).","Experimento/Benchmark Próprio Os autores criaram o CODEAGENTBENCH (101 tarefas extraídas de 5 repositórios Python reais: numpy-ml, tinydb, etc.) Utilizaram a métrica Pass@1. Resultados: O CODEAGENT melhorou o Pass@1 entre 2.0% e 15.8% em comparação com LLMs sem agentes. Comparação: Superou o GitHub Copilot em precisão nos testes realizados","Capacidade do Modelo: Modelos menores ou menos capazes (como Vicuna-13B) não conseguiram aproveitar as ferramentas, apresentando desempenho fraco mesmo com o framework. Estratégia de Planeamento: A estratégia ""Tool-Planning"" (planejar antes de executar) mostrou-se menos eficaz do que abordagens mais diretas como Rule-based ou ReAct para este tipo de tarefa As avaliações foram limitadas pelos recursos computacionais disponíveis.","""To the best of our knowledge, CODEAGENT is the first agent framework specifically for repo-level code generation."". O estudo destaca que mais de 70% das funções em projetos open-source não são ""autónomas"" (standalone), justificando a necessidade de agentes que compreendam o contexto do repositório inteiro, algo que ferramentas anteriores falhavam em fazer",,,Proceedings of the Annual Meeting of the Association for Computational Linguistics,,1,,13643 - 13658,"Zhang, Kechi and Li, Jia and LI, Ge and Shi, Xianjie and Jin, Zhi",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204422336&doi=10.18653%2Fv1%2F2024.acl-long.737&partnerID=40&md5=99fd7c9dd58ad15390110ca57961ce7c,,,,,Cited by: 3,10.18653/v1/2024.acl-long.737,Autonomous agents; Benchmarking; Computational linguistics; Intelligent agents; Search engines; S...,,,CODEAGENT Enhancing Code Generation with Tool-Integrated Agent Systems for Real-World Repo-level Coding Challenges_aeu.pdf
rayyan-394626796,Towards LLM-Assisted System Testing for Microservices,2024,"Teste de Sistema End-to-End (Black-box System Testing) para aplicações baseadas em Microsserviços. O foco é validar funcionalidades completas (ex: ""adicionar item ao carrinho"") através da interação com a interface web, sem acesso ao backend.","GPT-4 (Melhor desempenho) e GPT-3.5-turbo. Também testaram CodeLlama, mas este falhou sistematicamente devido a recusas éticas (o modelo interpretou os comandos de teste como ataques/hacking).",Kashef (Ferramenta baseada em Agentes Comunicativos). Arquitetura Multi-Agente com papéis definidos: 1. Test Engineer (TE): Gera o código de automação (Python/Selenium). 2. Code Executor (CE): Executa o código num ambiente sandbox. 3. HTML Interpreter (HI): Analisa o HTML retornado para verificar se o estado da página mudou conforme esperado (verificação de oráculo).,"Colaboração e Auto-Correção: 1. O usuário dá um prompt de tarefa (ex: ""Teste o checkout no site X""). 2. O TE gera o script. 3. O CE executa. Se falhar (ex: erro de seletor CSS), o erro retorna ao TE para re-geração (Loop de Feedback). 4. Se rodar, o HI analisa o resultado visual/HTML para confirmar o sucesso do teste de negócio.","Maturidade Acadêmica (Trabalho em Progresso/Short Paper). Cenario: 4 aplicações web (incluindo E-commerce e Pastebin). - GPT-4: Taxa de sucesso de 100% em tarefas simples, mas caiu para 30% em fluxos complexos de e-commerce. - GPT-3.5: Falhou em quase todas as tarefas complexas (0% de sucesso no e-commerce), incapaz de lidar com contextos longos de HTML","Recusas Éticas (Safety Filters): O CodeLlama recusou-se a gerar scripts de teste, classificando-os como ""atividades maliciosas"", o que é uma barreira real para uso de modelos open-source em testes de segurança/penetração. Janela de Contexto: O GPT-3.5 perdeu-se ao tentar processar o HTML completo da página para verificação. Estabilidade: Mesmo com GPT-4, a ferramenta exigiu múltiplas regenerações de código para acertar seletores dinâmicos.","Desafio da Avaliação: O artigo destaca a dificuldade de criar um ""Oráculo"" confiável em testes de sistema. A inovação do Kashef foi usar um agente dedicado (HTML Interpreter) apenas para ler a tela e dizer se o teste passou, em vez de depender apenas de asserções de código. Arquitetura de Microsserviços: Ressalta que, em microsserviços, testes unitários não bastam; a complexidade está na integração, e agentes autônomos são promissores para cobrir essa lacuna de testes E2E que hoje é feita manualmente.",,,,,,,29 - 34,"Almutawa, Mustafa and Ghabrah, Qusai and Canini, Marco",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204295455&doi=10.1109%2FICDCSW63686.2024.00011&partnerID=40&md5=c288614757b12066e8a8ed4ab7ec145e,,,,,Cited by: 2,10.1109/ICDCSW63686.2024.00011,Ability testing; Autonomous agents; Black-box testing; Computer debugging; Computer software sele...,,,Towards_LLMAssisted_System_Testing_for_Microservices.pdf
rayyan-394626798,Intent-Driven Mobile GUI Testing with Autonomous Large Language Model Agents,2024,"Teste de GUI Móvel (Android) com foco em ""Intent-Driven Testing"" (Teste Orientado a Intenção). O sistema gera e executa autonomamente cenários de teste de alto nível (ex: ""criar uma segunda conta e adicionar a primeira como amigo"") em vez de apenas explorar telas aleatoriamente.",GPT-3.5 (utilizado principalmente pelo agente Actor para seleção de ações) GPT-4 (utilizado para o mecanismo de Self-critique e tarefas de planeamento mais complexas),"DROIDAGENT. Uma arquitetura de agente autônomo composta por quatro módulos principais: Planner (planeador de tarefas), Actor (executor de ações), Observer (observador de estado) e Reflector (reflexão e memória). Implementado utilizando LangChain e ChromaDB (para base de dados vetorial de memória).","O framework opera através de uma colaboração multi-agente: Planner: Define metas de teste em linguagem natural baseadas no histórico e numa ""Persona"" (ex: usuário ""Jade Green"") Memória: Utiliza três tipos: Curta (contexto imediato), Longa (histórico de tarefas e reflexões) e Espacial (conhecimento sobre widgets específicos) Execução: O agente Actor utiliza function calling para interagir com o app (via ADB), suportando ações como ""touch"", ""set_text"", ""wait"" e ""back"" eedback: Inclui um loop de Self-critique onde o GPT-4 analisa se o agente está ""preso"" e sugere planos de contorno","Experimento Comparativo Avaliado em 15 aplicações Android (do benchmark Themis e F-Droid). Comparação: DroidBot, Humanoid, Monkey e GPTDroid. Resultados: DROIDAGENT alcançou 61% de cobertura de atividade (superando os 51% do estado da arte). Gerou 374 tarefas únicas, das quais 85% foram consideradas relevantes e 59% foram concluídas com sucesso.","Representação Visual: O agente baseia-se numa representação textual (JSON) da hierarquia de widgets, o que pode perder nuances puramente visuais da interface (embora seja melhor que abordagens anteriores baseadas apenas em texto plano). Custo e Latência: O uso de múltiplos agentes e chamadas frequentes a modelos como GPT-4 implica custos operacionais e tempo de execução mais elevados (avaliado na RQ4 do estudo). Dependência de APIs: A exclusão de algumas apps do benchmark original deveu-se a servidores depreciados, indicando a fragilidade de testar apps dependentes de backend vivo","""To the best of our knowledge, DROIDAGENT is the first Android GUI testing technique that can automatically generate high level testing scenarios based on sequences of identified tasks."" O estudo motiva-se no fato de que desenvolvedores preferem testes que cobrem funcionalidades específicas (""usage model"") em vez de métricas de cobertura estrutural cega",,,,,,,129 - 139,"Yoon, Juyeon and Feldt, Robert and Yoo, Shin",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203242246&doi=10.1109%2FICST60714.2024.00020&partnerID=40&md5=da75e662900ea316debff970ce334a1b,,,,,Cited by: 14,10.1109/ICST60714.2024.00020,Autonomous agents; Benchmarking; Graphical user interfaces; High level languages; Mobile agents; ...,,,Intent-Driven Mobile GUI Testing with Autonomous Large Language Model Agents.pdf
rayyan-394626800,A Generative Adversarial Imitation Learning Method for Continuous Integration Testing,2024,Priorização de Casos de Teste (TCP) em ambientes de Integração Contínua (CI) O foco é ordenar os testes para detetar falhas o mais cedo possível,"GAN (Generative Adversarial Networks) utilizada dentro de uma abordagem GAIL (Generative Adversarial Imitation Learning). ""Gerador"" utiliza o algoritmo de Reinforcement Learning PPO (Proximal Policy Optimization) Este artigo utiliza GenAI no sentido de redes adversárias para aprendizagem por imitação, diferindo dos LLMs (Large Language Models) focados em texto presentes nos outros artigos","GAIL-based TCP. O sistema atua como um agente que aprende uma política de ordenação (Gerador) tentando enganar um discriminador que distingue entre a ordenação do agente e a ""experiência especialista""","Aprendizagem por Imitação: Ao contrário do Reinforcement Learning tradicional, o agente não depende de uma função de recompensa manual (difícil de desenhar e propensa a sparsity); ele aprende diretamente de ""experiência especialista"" derivada de ordenações ótimas de ciclos de CI anteriores. Estratégia de Ranking: Utiliza o Método de Copeland para pairwise ranking (comparação par a par de testes) para determinar a ordem final. * Features: O modelo recebe tuplos contendo veredito de execução, tempo, histórico e contagem de ciclos.","Datasets: Avaliado em 6 datasets industriais (Apache Drill, IOF/ROL, Paint Control, Compress, IO, Math). Métricas: APFD (Average Percentage of Faults Detected) e uma nova métrica proposta APFDET (baseada em tempo de execução). Resultados: Superou métodos baseados em RL tradicional em 5 dos 6 datasets em termos de capacidade de deteção de falhas",Custo Computacional: O tempo de treino e priorização é superior ao de métodos RL tradicionais (embora a diferença seja de apenas alguns segundos) Sensibilidade aos Dados: O desempenho varia conforme o dataset (ex: no projeto IOF/ROL a melhoria foi menos significativa). Hiperparâmetros: Necessidade de ajustar hiperparâmetros dos algoritmos de RL/GAN.,"""Designing a proper reward function is challenging... GAIL allows agents to learn directly from the expert experience rather than through potentially biased reward functions."". O artigo ataca o problema de ""sparse rewards"" comum em testes industriais onde a taxa de falha é muito baixa (ex: 0.01%)",,,,,,,1084 - 1089,"Huang, Luosen and Liu, Hengyuan and Liu, Yong and Shang, Ying and Li, Zheng",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199171129&doi=10.1109%2FAINIT61980.2024.10581812&partnerID=40&md5=8c4501d6057031be3cb889fffcbf208b,,,,,Cited by: 2,10.1109/AINIT61980.2024.10581812,Efficiency; Failure analysis; Integration; Integration testing; Learning systems; Reinforcement l...,,,A_Generative_Adversarial_Imitation_Learning_Method_for_Continuous_Integration_Testing_tVU.pdf
rayyan-394626802,ChatDev: Communicative Agents for Software Development,2024,"Revisão de código (teste estático) Teste de sistema (teste dinâmico) Resolução de erros: ModuleNotFound, NameError, ImportError Mecanismo de desalucinação comunicativa para resolver alucinações de codificação",ChatGPT-3.5,ChatDev,"Desenvolvimento de software, integrando especificamente múltiplas fases do ciclo de vida de desenvolvimento de software através da comunicação cooperativa entre diferentes funções.","Métricas de avaliação: Completude, Executabilidade, Consistência, Qualidade Comparação de desempenho: ChatDev supera GPT-Engineer e MetaGPT Avaliação humana: ChatDev preferido a outros métodos Estratégia de avaliação: Dividir o desenvolvimento de software em subtarefas menores e avaliar a qualidade com base em métricas","As capacidades dos agentes autônomos na produção de software podem ser superestimadas, pois eles geralmente implementam lógica simples e enfrentam requisitos pouco claros. Automatizar a avaliação de software de uso geral é altamente complexo e impraticável para grandes conjuntos de dados. Vários agentes exigem mais tokens e tempo, aumentando as demandas computacionais e o impacto ambiental. Pesquisas futuras devem considerar fatores adicionais, como funcionalidades, robustez, segurança e facilidade de uso. Pesquisas futuras devem ter como objetivo aprimorar as capacidades dos agentes com menos interações.","O estudo apresenta o ChatDev, uma estrutura de desenvolvimento de software alimentada por bate-papo que usa comunicação linguística para integrar fases fragmentadas do modelo em cascata, demonstrando melhor qualidade de software por meio de comunicações multi-turno entre agentes LLM.",,,Proceedings of the Annual Meeting of the Association for Computational Linguistics,,1,,15174 - 15186,"Qian, Chen and Liu, Wei and Liu, Hongzhang and Chen, Nuo and Dang, Yufan and Li, Jiahao and Yang, Cheng and Chen, Weize and Su, Yusheng and Cong, Xin and Xu, Juyuan and Li, Dahai and Liu, Zhiyuan and Sun, Maosong",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197091676&doi=10.18653%2Fv1%2F2024.acl-long.810&partnerID=40&md5=c71c0c92f0115ee34a983a62e5d9a761,,,,,Cited by: 75,10.18653/v1/2024.acl-long.810,Autonomous agents; Computational linguistics; Computer debugging; Program debugging; Software des...,,,ChatDev Communicative Agents for Software Development_Xyw.pdf
rayyan-394626805,Cloud-Based System for Source Code Analysis of Microservices with LLM Agents,2024,"Análise Estática de Código focada em microsserviços. Inclui atividades específicas de: Revisão de Código: Identificação de bugs e áreas de melhoria. Verificação de Confiabilidade: Análise de tolerância a falhas, resiliência e tratamento de erros. Verificação de Confiabilidade: Análise de tolerância a falhas, resiliência e tratamento de erros. Avaliação de Design de Sistema: Verificação de padrões de arquitetura, modularidade e escalabilidade.",GPT-4o (referido como GPT-4.0/4o no texto) utilizado para inferência. Também utiliza modelos de embedding da OpenAI,Arquitetura de Nuvem Própria com 5 Agentes Especializados: 1. Code Summarizer Agent 2. Code Reviewer Agent 3. Reliability Reviewer Agent 4. Code Search Agent 5. System Design Agent Utiliza Neo4j (Graph Database) para armazenar relações de código e MongoDB Atlas para busca vetorial,"O sistema opera numa arquitetura orientada a eventos (Event-driven), integrada ao fluxo de CI/CD (acionada via Git Push Webhooks) Utiliza RAG (Retrieval-Augmented Generation) combinando base vetorial e base em grafo para dar contexto aos agentes. Os agentes analisam módulos (arquivos) individuais e as suas relações, gerando relatórios acessíveis via Web UI.","Prova de Conceito (PoC) / Protótipo Validado através de testes simulados localmente (Apple M1) e implantado na nuvem (Microsoft Azure). Estudo de caso realizado com um microsserviço Node.js desenvolvido pelo utilizador (""Microservice 1"") Métricas focaram em escalabilidade, latência e usabilidade","Validação Humana: Os resultados ainda requerem verificação manual por um desenvolvedor para validar a correção e integrar as sugestões. Custo e Performance: O artigo nota que a escolha do modelo LLM impacta diretamente a qualidade, velocidade de inferência e custos operacionais. Dependência de Contexto: Embora melhor que a análise estática tradicional, depende da qualidade dos dados indexados no grafo/vetor para evitar falsos positivos.","""The combination of LLM agents and cloud technologies offers scalability that sets the stage for future innovations in automated code analysis."" O sistema propõe resolver a complexidade da análise de microsserviços distribuídos, onde ferramentas tradicionais falham por falta de contexto do sistema completo",,,International Scientific and Technical Conference on Computer Sciences and Information Technologies,,,,,"Chaplia, Oleh and Klym, Halyna I.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105005826698&doi=10.1109%2FCSIT65290.2024.10982613&partnerID=40&md5=aa79d5bead960eeab495f82530874986,,,,,Cited by: 0,10.1109/CSIT65290.2024.10982613,Computer operating systems; Computer software maintenance; Software design; Software prototyping;...,,,Cloud-Based_System_for_Source_Code_Analysis_of_Microservices_with_LLM_Agents.pdf
