Coluna 1,type_of_reference,authors,title,year,secondary_title,volume,start_page,end_page,doi,urls,abstract,keywords,type_of_work,name_of_database,notes,custom7,number,short_title,asreview_label,asreview_time,asreview_note
67,CONF,"['Nishith, P.', 'Ratnam, S.A.', 'Bhaskaran, S.']",Comprehensive Study on Integrating AI-Powered Threat Intelligence Using Large Language Models,2025,,,2141,2146,10.1109/ICCSAI64074.2025.11063731,['https://www.scopus.com/inward/record.uri?eid=2-s2.0-105012111569&doi=10.1109%2FICCSAI64074.2025.11063731&partnerID=40&md5=0ec7b8043470ba4929b72c5dbf36ce97'],"This paper presents a comprehensive analysis of algorithmic efficiency within automated testing tools, with a particular emphasis on integrating AI-powered threat intelligence through Large Language Models (LLMs) for enhanced penetration testing. The investigation focuses on measuring the time complexity, resource utilization, and various performance metrics of these tools. We extend our analysis to explore how LLMs and multi-agent systems can augment dynamic and static analysis during Automated Penetration Testing (APT). We rigorously quantify the performance of both in-house developed tools and existing automation frameworks, especially those that leverage LLMs. The primary goal is to evaluate the strengths and weaknesses of the algorithm by comparing the performance of the tool, analyzing the underlying algorithms, and evaluating critical aspects such as scalability, resource management, and optimization strategies to improve real-world applications, particularly in cybersecurity. © 2025 Elsevier B.V., All rights reserved.","['Automated PenTesting', 'Cyber Security', 'Docker', 'Large Language Models', 'Optimized Routing', 'Automation', 'Cybersecurity', 'Integration testing', 'Intelligent agents', 'Network security', 'Algorithmic efficiencies', 'Automated pentesting', 'Comprehensive analysis', 'Cyber security', 'Docker', 'Language model', 'Large language model', 'Optimized routing', 'Penetration testing', 'Performance', 'Multi agent systems']",Conference paper,Scopus,['Export Date: 30 October 2025; Cited By: 0'],,,,1,2025-11-26 19:24:52,
58,CONF,"['Wu, B.-Y.', 'Sharma, U.', 'Rovinski, A.', 'Chhabria, V.A.']",OpenROAD Agent: An Intelligent Self-Correcting Script Generator for OpenROAD,2025,,,16,22,10.1109/ICLAD65226.2025.00039,['https://www.scopus.com/inward/record.uri?eid=2-s2.0-105015871212&doi=10.1109%2FICLAD65226.2025.00039&partnerID=40&md5=163d4d6230f67a28f31669c32c0f1cfa'],"Large language models (LLMs) are increasingly being used in various domains, including chip design. Recent works have demonstrated the effectiveness of LLMs in EDA tool script generation. However, these LLMs can often hallucinate API calls even when directly provided API documentation and context. As a result, this leads to significant errors and inefficiencies in chip design workflows. To address this, we introduce OpenROAD Agent, an LLM that integrates directly with OpenROAD, an open-source tool for physical design. OpenROAD Agent enables real-time script generation with error detection and correction. OpenROAD Agent autonomously generates and executes Python code within OpenROAD while dynamically refining outputs based on tool feedback. OpenROAD Agent leverages Qwen2.5-Coder and employs a hybrid supervised and reinforcement learning training to improve code correction capabilities, usability, and hallucination frequency. OpenROAD Agent achieves an accuracy of 94% on script generation tasks and outperforms both prior work and existing foundation models. The model, data, and scripts are open-sourced and publicly available. © 2025 Elsevier B.V., All rights reserved.","['Computational linguistics', 'Integrated circuit design', 'Open source software', 'Open systems', 'Personnel training', 'API calls', 'Chip design', 'Design workflow', 'EDA tools', 'In-chip', 'Language model', 'Open source tools', 'Physical design', 'Script generation', 'Script generator', 'Intelligent agents']",Conference paper,Scopus,['Export Date: 30 October 2025; Cited By: 0'],,,,1,2025-11-26 19:25:07,
171,CONF,"['De Vito, G.', 'Lambiase, S.', 'Palomba, F.', 'Ferrucci, F.']",Meet C4SE: Your New Collaborator for Software Engineering Tasks,2023,,,235,238,10.1109/SEAA60479.2023.00044,['https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183322950&doi=10.1109%2FSEAA60479.2023.00044&partnerID=40&md5=ade60021c71ddbad55702599f7a6f037'],"The software industry's complexity and scale have increased rapidly, leading to challenges in managing information and tasks among developer teams, often resulting in inefficiencies, misunderstandings, and delays. The extensive search for automated tasks led to using chatbots - conversational agents - in software development. However, despite their positive contributions, their adoption has numerous issues, notably the lack of full working context, making their support sometimes useless. To address such a limitation, we propose C4SE, a chatbot designed to assist software engineers and managers in performing various tasks by gathering information helpful for better support. We use the GPT 3.5 model, and a specialized data store based on a vector database for long-term memory, to understand users' intentions and maintain contextual information. Our prototype C4SE can perform code suggestions, reviews, GitHub API operations, and generate unit and acceptance test cases. Preliminary evaluation reports encouraging results, showing potential to increase productivity in the software development lifecycle. © 2024 Elsevier B.V., All rights reserved.","['Chatbot', 'LangChain', 'large language model', 'software engineering', 'vector database', 'Life cycle', 'Software agents', 'Software design', 'Automated tasks', 'Chatbots', 'Conversational agents', 'Data store', 'Engineering tasks', 'Langchain', 'Language model', 'Large language model', 'Software industry', 'Vector database', 'Acceptance tests']",Conference paper,Scopus,['Export Date: 30 October 2025; Cited By: 7'],,,,1,2025-11-26 19:25:21,
3,CONF,"['Nooyens, R.', 'Bardakci, T.', 'Beyazit, M.', 'Demeyer, S.']",Test Amplification for REST APIs via Single and Multi-agent LLM Systems,2026,Lecture Notes in Computer Science,16107 LNCS,161,177,10.1007/978-3-032-05188-2_11,['https://www.scopus.com/inward/record.uri?eid=2-s2.0-105016905732&doi=10.1007%2F978-3-032-05188-2_11&partnerID=40&md5=99a684064135afb0a18884b210cdff0c'],"REST APIs (Representational State Transfer Application Programming Interfaces) play a vital role in modern cloud-native applications. As these APIs grow in complexity and scale, ensuring their correctness and robustness becomes increasingly important. Automated testing is essential for identifying hidden bugs, particularly those that appear in edge cases or under unexpected inputs. However, creating comprehensive and effective test suites for REST APIs is challenging and often demands significant effort. In this paper, we investigate the use of large language model (LLM) systems—both single-agent and multi-agent setups—for amplifying existing REST API test suites. These systems generate additional test cases that aim to push the boundaries of the API, uncovering behaviors that might otherwise go untested. We present a comparative evaluation of the two approaches across several dimensions, including test coverage, bug detection effectiveness, and practical considerations such as computational cost and energy usage. Our evaluation demonstrates increased API coverage, identification of numerous bugs in the API under test, and insights into the computational cost and energy consumption of both approaches. © 2025 Elsevier B.V., All rights reserved.","['Agentic systems', 'Large language models', 'Software testing', 'Test amplification', 'Amplification', 'Application programming interfaces (API)', 'Intelligent agents', 'Interface states', 'Model checking', 'Multi agent systems', 'Agentic system', 'Computational costs', 'Language model', 'Large language model', 'Modelling systems', 'Multi agent', 'Representational state transfer', 'Single-agent', 'Software testings', 'Test amplifications', 'Software testing']",Conference paper,Scopus,['Export Date: 30 October 2025; Cited By: 0'],,,,1,2025-11-26 19:26:46,
82,CONF,"['Saha, D.', 'Al-Shaikh, H.', 'Tarek, S.', 'Farahmandi, F.']",Special Session: ThreatLens: LLM-guided Threat Modeling and Test Plan Generation for Hardware Security Verification,2025,Proceedings of the IEEE VLSI Test Symposium,,,,10.1109/VTS65138.2025.11022932,['https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008498031&doi=10.1109%2FVTS65138.2025.11022932&partnerID=40&md5=7aa515b66bd36cec92dc68c0e6f83d34'],"Current hardware security verification processes predominantly rely on manual threat modeling and test plan generation, which are labor-intensive, error-prone, and struggle to scale with increasing design complexity and evolving attack methodologies. To address these challenges, we propose ThreatLens, an LLM-driven multi-agent framework that automates security threat modeling and test plan generation for hardware security verification. ThreatLens integrates retrieval-augmented generation (RAG) to extract relevant security knowledge, LLM-powered reasoning for threat assessment, and interactive user feedback to ensure the generation of practical test plans. By automating these processes, the framework reduces the manual verification effort, enhances coverage, and ensures a structured, adaptable approach to security verification. We evaluated our framework on the NEORV32 SoC, demonstrating its capability to automate security verification through structured test plans and validating its effectiveness in real-world scenarios. © 2025 Elsevier B.V., All rights reserved.","['Hardware Security and Trust', 'LLM', 'Security Test Plan Generation', 'Security Threat Modeling', 'Computer hardware', 'Human computer interaction', 'Verification', 'Hardware security and trust', 'LLM', 'Plan generation', 'Security and trusts', 'Security test plan generation', 'Security tests', 'Security threat modeling', 'Security verification', 'Test plan', 'Threat modeling', 'Hardware security']",Conference paper,Scopus,['Export Date: 30 October 2025; Cited By: 0'],,,,1,2025-11-26 19:27:02,
48,CONF,"['Li, Y.', 'Liu, J.', 'Hu, Y.', 'Liu, C.', 'Zhang, Y.', 'Yin, L.', 'Dong, W.']",Beyond Test Cases: Multi-Agent Collaboration for Detecting Defects in Full-Score Code Implementations,2025,"Proceedings of the International Conference on Software Engineering and Knowledge Engineering, SEKE",,124,129,10.18293/SEKE2025-053,['https://www.scopus.com/inward/record.uri?eid=2-s2.0-105018743838&doi=10.18293%2FSEKE2025-053&partnerID=40&md5=6b4813dad78e2b4f3340c1ac6b4a3fe8'],"Automated evaluation of programming code on online platforms often relies on predefined test cases. However, due to limited test coverage, many programs receive full marks despite violating intended specifications. We present Maveric, a framework that combines large language models (LLMs) with formal verification to more rigorously assess code correctness. Maveric consists of four agents: a template generator that derives formal specifications from problem descriptions, a consistency checker that validates semantic alignment, a code analyzer that detects potential defects and synthesizes counterexamples, and a counterexample validator that formally verifies their validity. We evaluated Maveric on 100 full-score code submissions from 10 real-world programming tasks sourced from a widely used online education platform. Manual review identified 32 with functional defects. Maveric accurately detected 31 of these with no false positives, completing the evaluation of each program in under one minute. In contrast, LLM-only methods detected 25 defects but yielded 6 false positives, while formal verification alone found 23 and suffered frequent timeouts. Importantly, all defects reported by Maveric were supported by verifiable counterexamples, confirming their semantic violations. These results demonstrate Maveric’s effectiveness and practicality for automated program evaluation in educational settings. © 2025 Elsevier B.V., All rights reserved.","['counterexample generation', 'large language models', 'Program verification', 'programming education', 'Codes (symbols)', 'Computer programming languages', 'Computer systems programming', 'Defects', 'E-learning', 'Education computing', 'Engineering education', 'Errors', 'Formal specification', 'Formal verification', 'Functional programming', 'Intelligent agents', 'Semantics', 'Software testing', 'Agent collaboration', 'Counterexample generation', 'Detecting defects', 'False positive', 'Language model', 'Large language model', 'Multi agent', 'Program Verification', 'Programming education', 'Test case', 'Multi agent systems']",Conference paper,Scopus,['Export Date: 30 October 2025; Cited By: 0'],,,,1,2025-11-26 19:27:25,
13,JOUR,"['Liu, S.', 'Cheng, X.', 'Su, S.']",Query-efficient and dataset-independent red teaming for LLMs content safety evaluation,2025,Knowledge-Based Systems,329,,,10.1016/j.knosys.2025.114404,['https://www.scopus.com/inward/record.uri?eid=2-s2.0-105015138753&doi=10.1016%2Fj.knosys.2025.114404&partnerID=40&md5=71877d405c7b4e49a76a50db48ef3ed7'],"Large language models (LLMs) are widely used for their remarkable ability to understand and generate natural language. Nevertheless, LLMs can also produce unintended outputs that pose significant social risks. Red teaming can identify potential security vulnerabilities in LLMs and support mitigating such risks. However, existing red teaming approaches struggle to balance query efficiency and generalizability due to their complex search processes or reliance on pre-existing datasets. To address these issues, we present RAPT, a query-efficient and dataset-independent red teaming approach. RAPT employs an adaptive generate-select framework that consists of four cyclic steps: generating test cases by an LLM-based generator, selecting test cases by an reinforcement learning (RL)-based selector, testing the target model, and refining the generator and the selector. In this framework, the generator is used to generate test cases, and the selector is used to select test cases. We introduce a contrast prompt template and diversity demonstration extraction method to guide the generator, incorporating previous test feedback as demonstrations to generate more effective and diverse test cases. For the selector, we formalize the test case selection process as a Markov decision process (MDP), allowing us to design a reinforcement learning-based agent to continuously optimize the selection policy, which is able to balance the effectiveness and diversity of test cases according to a compound reward function. Experimental results show that RAPT can effectively discover more successful and diverse test cases than existing methods within a limited number of queries without relying on any pre-existing dataset. © 2025 Elsevier B.V., All rights reserved.","['Content safety evaluation', 'Large language models', 'Red teaming', 'Computational linguistics', 'Markov processes', 'Natural language processing systems', 'Query processing', 'Safety engineering', 'Security of data', 'Statistical tests', 'Content safety evaluation', 'Language model', 'Large language model', 'Natural languages', 'Red teaming', 'Reinforcement learnings', 'Safety evaluations', 'Security vulnerabilities', 'Social risks', 'Test case', 'Reinforcement learning']",Article,Scopus,['Export Date: 30 October 2025; Cited By: 0'],114404,,,1,2025-11-26 19:57:26,
73,CONF,"['Ke, K.']",NIODebugger: A Novel Approach to Repair Non-Idempotent-Outcome Tests with LLM-Based Agent,2025,Proceedings - International Conference on Software Engineering,,1014,1025,10.1109/ICSE55347.2025.00226,['https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010297534&doi=10.1109%2FICSE55347.2025.00226&partnerID=40&md5=9fae623678ae69408c15f101a9b493d6'],"Flaky tests, characterized by inconsistent results across repeated executions, present significant challenges in software testing, especially during regression testing. Recently, there has been emerging research interest in non-idempotentoutcome (NIO) flaky tests-tests that pass on the initial run but fail on subsequent executions within the same environment. Despite progress in utilizing Large Language Models (LLMs) to address flaky tests, existing methods have not tackled NIO flaky tests. The limited context window of LLMs restricts their ability to incorporate relevant source code beyond the test method itself, often overlooking crucial information needed to address state pollution, which is the root cause of NIO flakiness. This paper introduces NIODebugger, the first framework to utilize an LLM-based agent to repair flaky tests. NIODebugger features a three-phase design: detection, exploration, and fixing. In the detection phase, dynamic analysis collects stack traces and custom test execution logs from multiple test runs, which helps in understanding accumulative state pollution. During the exploration phase, the LLM-based agent provides instructions for extracting relevant source code associated with test flakiness. In the fixing phase, NIODebugger repairs the tests using the information gathered from the previous phases. NIODebugger can be integrated with multiple LLMs, achieving patching success rates ranging from 11.63% to 58.72%. Its best-performing variant, NIODebugger-GPT-4, successfully generated correct patches for 101 out of 172 previously unknown NIO tests across 20 largescale open-source projects. We submitted pull requests for all generated patches; 58 have been merged, only 1 was rejected, and the remaining 42 are pending. The Java implementation of NIODebugger is provided as a Maven plugin accessible at https://github.com/kaiyaok2/NIOInspector. © 2025 Elsevier B.V., All rights reserved.","['flaky tests', 'llm-based agent', 'software testing', 'Codes (symbols)', 'Nickel oxide', 'Open source software', 'Open systems', 'Repair', 'Software agents', 'Context window', 'Flaky test', 'Idempotent', 'Language model', 'Llm-based agent', 'Model-based OPC', 'Regression testing', 'Research interests', 'Software testings', 'Source codes', 'Software testing']",Conference paper,Scopus,['Export Date: 30 October 2025; Cited By: 1'],,,,1,2025-11-26 19:57:41,
23,CONF,"['Kong, Q.', 'Lv, Z.', 'Xiong, Y.', 'Sun, J.', 'Su, T.', 'Wang, D.', 'Li, L.', 'Yang, X.', 'Huo, G.']",ProphetAgent: Automatically Synthesizing GUI Tests from Test Cases in Natural Language for Mobile Apps,2025,Proceedings of the ACM SIGSOFT Symposium on the Foundations of Software Engineering,,174,179,10.1145/3696630.3728543,['https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013961463&doi=10.1145%2F3696630.3728543&partnerID=40&md5=b5c6eee38a63a745a4434ad68f42cac5'],"GUI tests is crucial for ensuring software quality and user satisfaction of mobile apps. In practice, companies often maintain extensive test cases written in natural language. Testers need to convert these test cases into executable scripts for regression and compatibility testing. Requirement changes or version updates often necessitate the addition and modification to these test cases. Thus, when faced with large volumes of test cases and regular updates, this process becomes costly, which is a common challenge across the industry. To address this issue, this paper proposes ProphetAgent that can automatically synthesize executable GUI tests from the test cases written in natural language. ProphetAgent first constructs a Clustered UI Transition Graph (CUTG) enriched with semantic information, then leverages large language models to generate the executable test case based on CUTG and test cases written in natural language. Experiment results show that ProphetAgent achieved a 78.1% success rate across 120 test cases in Douyin, Doubao, and six open-source apps, surpassing existing automated approaches (21.4% for AppAgent and 32.5% for AutoDroid). Additionally, statistical data from ByteDance’s testing platform show that ProphetAgent increased testers’ efficiency in synthesizing UI tests by 260%. © 2025 Elsevier B.V., All rights reserved.","['GUI Testing', 'Large Language Model Agents', 'Test Cases', 'Application programs', 'Computer software selection and evaluation', 'Graphic methods', 'Graphical user interfaces', 'Mobile applications', 'Model checking', 'Natural language processing systems', 'Software quality', 'Software testing', 'Executables', 'GUI testing', 'Language model', 'Large language model agent', 'Mobile app', 'Model agents', 'Natural languages', 'Software Quality', 'Test case', 'Transition graphs', 'Semantics']",Conference paper,Scopus,['Export Date: 30 October 2025; Cited By: 0'],,,,1,2025-11-26 20:00:26,
156,CONF,"['Chaplia, O.', 'Klym, H.']",Cloud-Based System for Source Code Analysis of Microservices with LLM Agents,2024,International Scientific and Technical Conference on Computer Sciences and Information Technologies,,,,10.1109/CSIT65290.2024.10982613,['https://www.scopus.com/inward/record.uri?eid=2-s2.0-105005826698&doi=10.1109%2FCSIT65290.2024.10982613&partnerID=40&md5=aa79d5bead960eeab495f82530874986'],"This paper presents a cloud-based system for microservice code analysis that utilizes LLM agents as a foundation. The system is designed to receive the code updates, analyze the code, and provide results to the user. Users can obtain information about the microservice, code summaries, code reviews, reliability checks, and improvement recommendations. The history of changes allows for tracking the evolution of microservices and identifying the issues when they appear. The prototype of the proposed system was implemented and tested. The results show the systems' usability and provide valuable insights. This research underscores the potential of combining LLM agents with cloud technologies, offering a scalable microservice solution that paves the way for future innovations in automated code analysis and software engineering. © 2025 Elsevier B.V., All rights reserved.","['artificial intelligence', 'cloud computing', 'LLM agents', 'microservices', 'software architecture', 'Computer operating systems', 'Computer software maintenance', 'Software design', 'Software prototyping', 'Software quality', 'Software reliability', 'Software testing', 'Verification', 'Cloud technologies', 'Cloud-based', 'Cloud-computing', 'Code analysis', 'Code review', 'Improvement recommendations', 'LLM agent', 'Microservice', 'Source code analysis', 'System usability', 'Software agents']",Conference paper,Scopus,['Export Date: 30 October 2025; Cited By: 0'],,,,1,2025-11-26 20:00:45,
142,CONF,"['Yang, Z.', 'Zhou, Z.', 'Wang, S.', 'Cong, X.', 'Han, X.', 'Yan, Y.', 'Liu, Z.', 'Tan, Z.', 'Liu, P.', 'Yu, D.', 'Liu, Z.', 'Shi, X.', 'Sun, M.']",MatPlotAgent: Method and Evaluation for LLM-Based Agentic Scientific Data Visualization,2024,Proceedings of the Annual Meeting of the Association for Computational Linguistics,,11789,11804,10.18653/v1/2024.findings-acl.701,['https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205323780&doi=10.18653%2Fv1%2F2024.findings-acl.701&partnerID=40&md5=7c3eb12300be93fde5164e7a87c7ef79'],"Scientific data visualization plays a crucial role in research by enabling the direct display of complex information and assisting researchers in identifying implicit patterns. Despite its importance, the use of Large Language Models (LLMs) for scientific data visualization remains rather unexplored. In this study, we introduce MatPlotAgent, an efficient model-agnostic LLM agent framework designed to automate scientific data visualization tasks. Leveraging the capabilities of both code LLMs and multi-modal LLMs, MatPlotAgent consists of three core modules: query understanding, code generation with iterative debugging, and a visual feedback mechanism for error correction. To address the lack of benchmarks in this field, we present MatPlotBench, a high-quality benchmark consisting of 100 human-verified test cases. Additionally, we introduce a scoring approach that utilizes GPT-4V for automatic evaluation. Experimental results demonstrate that MatPlotAgent can improve the performance of various LLMs, including both commercial and open-source models. Furthermore, the proposed evaluation method shows a strong correlation with human-annotated scores. © 2025 Elsevier B.V., All rights reserved.","['Benchmarking', 'Data visualization', 'Open source software', 'Program debugging', 'Structured Query Language', 'Visualization', 'Agent Framework', 'Codegeneration', 'Complex information', 'Feedback mechanisms', 'Language model', 'Model agents', 'Model-based OPC', 'Multi-modal', 'Scientific data visualization', 'Visual feedback', 'Computational linguistics']",Conference paper,Scopus,['Export Date: 30 October 2025; Cited By: 6'],,,,1,2025-11-26 20:01:11,
140,CONF,"['Sakib, F.A.', 'Khan, S.H.', 'Karim, A.H.M.R.']",Extending the Frontier of ChatGPT: Code Generation and Debugging,2024,,,,,10.1109/ICECET61485.2024.10698405,['https://www.scopus.com/inward/record.uri?eid=2-s2.0-85207460221&doi=10.1109%2FICECET61485.2024.10698405&partnerID=40&md5=9061172122ad4b9fa410d2c10d273c63'],"Large language models (LLMs), trained on vast corpora, have emerged as a groundbreaking innovation in the realm of question-answering and conversational agents. Among these LLMs, ChatGPT has pioneered a new phase in AI, adeptly handling varied tasks from writing essays and biographies to solving complex mathematical problems. However, assessing the performance of ChatGPT's output poses a challenge, particularly in scenarios where queries lack clear objective criteria for correctness. We delve into the efficacy of ChatGPT (GPT-4) in generating correct code for programming problems, examining both the correctness and the efficiency of its solution in terms of time and memory complexity. A custom dataset containing problems of various topics and difficulties from Leetcode has been used. The research reveals an overall success rate of 71.875%, denoting the proportion of problems for which ChatGPT was able to provide correct solutions that successfully satisfied all the test cases present in Leetcode. It exhibits strength in structured problems and shows a linear correlation between its success rate and problem acceptance rates. However, it struggles to improve incorrect solutions based on feedback, pointing to potential shortcomings in debugging tasks. These findings provide a compact yet insightful glimpse into ChatGPT's capabilities and areas for improvement. © 2024 Elsevier B.V., All rights reserved.","['ChatGPT', 'Code Generation', 'Debugging', 'Programming Problems', 'Acceptance tests', 'Computer debugging', 'Program debugging', 'Structured programming', 'ChatGPT', 'Code debugging', 'Codegeneration', 'Conversational agents', 'Debugging', 'Language model', 'Mathematical problems', 'Performance', 'Programming problem', 'Question-answering agents', 'Codes (symbols)']",Conference paper,Scopus,['Export Date: 30 October 2025; Cited By: 8'],,,,1,2025-11-26 20:01:51,
114,CONF,"['Xie, L.', 'Zheng, C.', 'Xia, H.', 'Qu, H.', 'Chen, C.']",WaitGPT: Monitoring and Steering Conversational LLM Agent in Data Analysis with On-the-Fly Code Visualization,2024,,,,,10.1145/3654777.3676374,['https://www.scopus.com/inward/record.uri?eid=2-s2.0-85210681708&doi=10.1145%2F3654777.3676374&partnerID=40&md5=6f106b0db8a9dc413efc4b084427f202'],"Large language models (LLMs) support data analysis through conversational user interfaces, as exemplified in OpenAI's ChatGPT (formally known as Advanced Data Analysis or Code Interpreter). Essentially, LLMs produce code for accomplishing diverse analysis tasks. However, presenting raw code can obscure the logic and hinder user verification. To empower users with enhanced comprehension and augmented control over analysis conducted by LLMs, we propose a novel approach to transform LLM-generated code into an interactive visual representation. In the approach, users are provided with a clear, step-by-step visualization of the LLM-generated code in real time, allowing them to understand, verify, and modify individual data operations in the analysis. Our design decisions are informed by a formative study (N=8) probing into user practice and challenges. We further developed a prototype named WaitGPT and conducted a user study (N=12) to evaluate its usability and effectiveness. The findings from the user study reveal that WaitGPT facilitates monitoring and steering of data analysis performed by LLMs, enabling participants to enhance error detection and increase their overall confidence in the results. © 2025 Elsevier B.V., All rights reserved.","['Code Verification', 'Conversational Data Analysis', 'Generative AI', 'Human-AI Interaction', 'LLM Agent', 'Visual Programming', 'Data assimilation', 'Data reduction', 'Program interpreters', 'Code visualization', 'Codes verification', 'Conversational data analyze', 'Generative AI', 'Human-AI interaction', 'Language model', 'Large language model agent', 'Model agents', 'User study', 'Visual programming', 'Chatbots']",Conference paper,Scopus,['Export Date: 30 October 2025; Cited By: 12'],119,,,1,2025-11-26 20:03:59,
77,CONF,"['Xiang, Y.', 'Yang, Z.', 'Peng, J.', 'Bauer, H.', 'Kon, P.T.J.', 'Qiu, Y.', 'Chen, A.']",Automated Bug Discovery in Cloud Infrastructure-as-Code Updates with LLM Agents,2025,,,20,25,10.1109/AIOps66738.2025.00011,['https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009458915&doi=10.1109%2FAIOps66738.2025.00011&partnerID=40&md5=22fec64a714f3a2c99b17a030e2ddc74'],"Cloud environments are increasingly managed by Infrastructure-as-Code (IaC) platforms (e.g., Terraform), which allow developers to define their desired infrastructure as a configuration program that describes cloud resources and their dependencies. This shields developers from low-level operations for creating and maintaining resources, since they are automatically performed by IaC platforms when compiling and deploying the configuration. However, while IaC platforms are rigorously tested for initial deployments, they exhibit myriad errors for runtime updates, e.g., adding/removing resources and dependencies. IaC updates are common because cloud infrastructures are long-lived but user requirements fluctuate over time. Unfortunately, our experience shows that updates often introduce subtle yet impactful bugs. The update logic in IaC frameworks is hard to test due to the vast and evolving search space, which includes diverse infrastructure setups and a wide range of provided resources with new ones frequently added. We introduce TerraFault, an automated, efficient, LLM-guided system for discovering update bugs, and report our findings with an initial prototype. TerraFault incorporates various optimizations to navigate the large search space efficiently and employs techniques to accelerate the testing process. Our prototype has successfully identified bugs even in simple IaC updates, showing early promise in systematically identifying update bugs in today's IaC frameworks to increase their reliability. © 2025 Elsevier B.V., All rights reserved.","['Infrastructure-as-Code', 'Program update', 'Reliability', 'Software testing and debugging', 'Using LLMs for Cloud Ops', 'Cloud computing', 'Cloud platforms', 'Codes (symbols)', 'Program debugging', 'Software reliability', 'Cloud environments', 'Cloud infrastructures', 'Code frameworks', 'Infrastructure-as-code', 'Initial deployments', 'Program update', 'Search spaces', 'Software Testing and Debugging', 'Terraform', 'Using LLM for cloud ops', 'Software testing']",Conference paper,Scopus,['Export Date: 30 October 2025; Cited By: 1'],,,,1,2025-11-26 20:05:32,
90,CONF,"['Gladkikh, K.', 'Zakharov, A.A.']",Approach to Forming Vulnerability Datasets for Fine-Tuning AI Agents,2025,,,771,776,10.1109/SmartIndustryCon65166.2025.10986048,['https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007163730&doi=10.1109%2FSmartIndustryCon65166.2025.10986048&partnerID=40&md5=c17a17e425a33f43983fe72168611c09'],"This study addresses the problem of identifying vulnerabilities in open-source code by exploring existing methods of code analysis and evaluating the feasibility of automating security assessments using large language models (LLMs). We propose an approach for constructing high-quality datasets to fine-tune LLMs for software security analysis. Our methodology involves collecting and processing vulnerability data, filtering and curating security-related code changes, and structuring datasets to optimize model fine-tuning. We present an algorithm for aggregating vulnerability data sources and constructing a dataset specifically for training security-focused LLMs. To validate our approach, we fine-tune models from the Qwen family for software vulnerability detection in Python codebases during development and testing. Our findings demonstrate that the proposed method enables the development of intelligent, continuously adaptable AI agents capable of identifying and analyzing emerging zero-day vulnerabilities, not only in Python but also in other structurally similar programming languages. © 2025 Elsevier B.V., All rights reserved.","['code analysis', 'dataset curation', 'large language models', 'machine learning security', 'Python vulnerabilities', 'static code analysis', 'vulnerability detection', 'Computer software selection and evaluation', 'Data curation', 'Data flow analysis', 'Model checking', 'Open source software', 'Problem oriented languages', 'Software agents', 'Software quality', 'Software testing', 'Zero-day attack', 'Code analysis', 'Curation', 'Dataset curation', 'Language model', 'Large language model', 'Machine learning security', 'Machine-learning', 'Python vulnerability', 'Static code analysis', 'Vulnerability detection', 'Python']",Conference paper,Scopus,['Export Date: 30 October 2025; Cited By: 0'],,,,1,2025-11-26 20:06:24,
21,CONF,"['Foster, C.', 'Gulati, A.', 'Harman, M.', 'Harper, I.', 'Mao, K.', 'Ritchey, J.', 'Robert, H.', 'Sengupta, S.']",Mutation-Guided LLM-based Test Generation at Meta,2025,Proceedings of the ACM SIGSOFT Symposium on the Foundations of Software Engineering,,180,191,10.1145/3696630.3728544,['https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013964900&doi=10.1145%2F3696630.3728544&partnerID=40&md5=72e4cc0d7327e32e3ebb61d1e2662a5f'],"This paper1 describes Meta’s Automated Compliance Hardening (ACH) system for mutation-guided LLM-based test generation. ACH generates relatively few mutants (aka simulated faults), compared to traditional mutation testing. Instead, it focuses on generating currently undetected faults that are specific to an issue of concern. From these currently uncaught faults, ACH generates tests that can catch them, thereby ‘killing’ the mutants and consequently hardening the platform against regressions. We use privacy concerns to illustrate our approach, but ACH can harden code against any type of regression. In total, ACH was applied to 10,795 Android Kotlin classes in 7 software platforms deployed by Meta, from which it generated 9,095 mutants and 571 privacy-hardening test cases. ACH also deploys an LLM-based equivalent mutant detection agent that achieves a precision of 0.79 and a recall of 0.47 (rising to 0.95 and 0.96 with simple pre-processing). ACH was used in Messenger and WhatsApp test-a-thons where engineers accepted 73% of its tests, judging 36% to privacy relevant. We conclude that ACH hardens code against specific concerns and that, even when its tests do not directly tackle the specific concern, engineers find them useful for their other benefits. © 2025 Elsevier B.V., All rights reserved.","['Automated Test Generation', 'LLMs', 'Unit Testing', 'Automatic test pattern generation', 'Engineers', 'Software testing', 'Automated test generations', 'Equivalent Mutants', 'It focus', 'LLM', 'Mutation testing', 'Privacy concerns', 'Software platforms', 'Test case', 'Test generations', 'Unit testing', 'Hardening']",Conference paper,Scopus,['Export Date: 30 October 2025; Cited By: 1'],,,,1,2025-11-26 20:11:39,
